query_id,domain,score_minilm,score_linq,score_gte,score_bm25,invrank_minilm,invrank_linq,invrank_gte,invrank_bm25,reranker_score,n_channels,label,score_logreg,score_gbdt,silver_prob_relevant,silver_label,tier,uncertainty,name,country,state,district,municipality,organization_type,organization_size,summary,summary_keywords,nace_code,query
68,agroison.com,0.0,0.0,0.0,18.54629748,0.0002,0.0002,0.0002,0.0019685039000000002,-8.2046871185,1,0,0.1220188784,0.1729740732,0.49986772620000003,0,silver,0.00013227379999997124,开云电子登录_开云（中国）,México,Sonora,,,Company,Medium-sized (50-249),"开云电子登录_开云（中国） (Kaiyun Electronics Login_Kaiyun (China)) is a company specializing in the research and development of manufacturing ERP and BI enterprise intelligent systems. They offer professional software products and solutions for intelligent manufacturing and management, including ERP, OA, PLM, MES, BI, and APS systems. The company focuses on providing comprehensive solutions for various manufacturing industries, aiming to help businesses achieve intelligent management and digital transformation.","['ERP software', 'Manufacturing execution system', 'Business intelligence', 'Product lifecycle management', 'Supply chain management', 'Intelligent manufacturing', 'Digital transformation', 'Enterprise resource planning', 'Software solutions', 'Industrial automation']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",business intelligence (BI) companies
88,breakerforpeak.com,0.0,0.0,0.0,18.0558496366,0.0002,0.0002,0.0002,0.0019047619000000001,-8.2046871185,1,1,0.1451769728,0.164793457,0.49986772620000003,0,silver,0.00013227379999997124,Peak Accounting and Tax,United States,Colorado,,,Company,Micro (0-9),"This website appears to be an index for files related to accounting and tax services, likely for a company named Peak Accounting and Tax. It lists various tax forms, agreements, and informational documents, suggesting a focus on tax preparation, financial planning, and related services. The presence of directories like 'peakaccountingandtax/' further supports this.","['accounting', 'tax preparation', 'financial services', 'tax forms', 'tax calendar', 'agreements', 'tax credits', 'financial planning', 'business tax', 'personal tax']","NACE N: Professional, scientific and technical activities",tax preparation services
45,eventronic.es,0.0,0.5593560934,0.8830776811000001,7.2722086405,0.0002,0.0021052632,0.0015174507,0.0035714286,1.5677264928999999,3,1,0.8237305938,0.9231641635000001,0.4998669908,0,silver,0.0001330091999999783,Eventronic Systems,Italy,Sardegna,Olbia,,Company,Small (10-49),"Eventronic Systems is a leading R&D company specializing in the design, development, and manufacturing of electronic systems, robotics, and advanced software. Since 2002, they have been innovating in robotics for inspection and cleaning of ducts, offering versatile, efficient, and cost-competitive solutions. Their products, like the Ibot4 inspection robot and EVClean cleaning robots, are designed for professional use in various industrial applications, with advanced features including computer control and remote operation.","['Robotics', 'Inspection robots', 'Cleaning robots', 'Electronic systems', 'Software development', 'R&D', 'Industrial automation', 'Duct inspection', 'Ventilation cleaning', 'Custom robotics']",NACE C: Manufacturing,robotics companies
73,seguridadydesarrollo.com,1.0377963781,0.0,0.0,22.9014040141,0.0057142857,0.0002,0.0002,0.0028735632,-8.2046871185,2,1,0.46951326060000004,0.4014616603,0.4998526031,0,silver,0.0001473968999999853,Consultora Seguridad y Desarrollo S.A.C.,Peru,Lima Province,Lince,,Company,Small (10-49),"Consultora Seguridad y Desarrollo S.A.C. offers comprehensive integral security solutions for businesses, local and regional governments, and individuals. They specialize in fleet and remote equipment monitoring systems, electronic security through CCTV and IP cameras, and business management services including project development, investment scenarios, and production improvements. Their mission is to contribute to the development and well-being of their clients by ensuring economic sustainability and human development through integrated security and compliance strategies.","['Fleet Monitoring', 'Remote Equipment Monitoring', 'Electronic Security', 'CCTV', 'IP Cameras', 'Business Management', 'Compliance', 'Security Solutions', 'Development', 'Productivity Improvement']","NACE N: Professional, scientific and technical activities",remote monitoring and management (RMM) software
91,ric-am.ru,0.8302718997,0.5152229071000001,0.0,0.0,0.0021881838,0.0012886598,0.0002,0.0002,-8.2046871185,2,1,0.2340605819,0.2724981966,0.4998502877,0,silver,0.00014971229999999336,ООО «УК «Русинвестклуб»,Russia,Moscow City,122,,Company,Small (10-49),"Rusinvestclub is a private management company founded in 2004, specializing in trust management of mutual investment funds. They invest their own and attracted funds into established business ideas and create personal funds for asset protection, information security, and tax benefits. The company focuses on reliable, liquid investments with growth potential, aiming for over 20% annual returns, and has a strong track record with 48 projects implemented and approximately 40 billion rubles under management.","['investment management', 'mutual funds', 'asset protection', 'tax benefits', 'direct investments', 'real estate', 'financial services', 'portfolio management', 'wealth management', 'fund administration']",NACE L: Financial and insurance activities,investment management firms
19,superu-plascassier.com,0.9765048027000001,0.4687905312,0.8382495642000001,0.0,0.0013297872,0.0018315018,0.0010593220000000001,0.0002,-1.8825129271,3,1,0.7492727574,0.5925479774,0.5001856413,1,silver,0.00018564129999998347,Magasins U,France,Provence-Alpes-Côte d'Azur,Grasse,Grasse,Company,Large enterprise (250+),"Magasins U is a French retail group operating supermarkets and hypermarkets under the 'U' brand. It offers a wide range of food products, household items, and other consumer goods. The company focuses on providing quality products and services to its customers across France.","['retail', 'supermarket', 'hypermarket', 'grocery', 'consumer goods', 'France', 'food products', 'household items', 'retail group', 'U brand']",NACE G: Wholesale and retail trade,retail chains in Europe
14,hskangjian.com,0.9096816778000001,0.5021065474,0.8617921472000001,0.0,0.0019083969,0.0011135857,0.0013774105,0.0002,-0.15084034200000002,3,1,0.8052139659,0.7761357813,0.5001876953000001,1,silver,0.00018769530000006807,Galaxy·银河国际(中国百科)有限公司,China,,,,Company,Large enterprise (250+),"Galaxy·银河国际 (China Encyclopedia) Co., Ltd. is a large health enterprise founded in 1978, specializing in ophthalmology, obstetrics, gynecology, and pediatrics. The company focuses on medical services and the research, production, and sales of pharmaceuticals, with a strong emphasis on eye care products. It is listed on the Shanghai Stock Exchange's A-share main board.","['pharmaceuticals', 'ophthalmology', 'medical services', 'drug manufacturing', 'research and development', 'large health enterprise', 'listed company', 'eye care', 'maternal and child health', 'pharmaceutical sales']",NACE C: Manufacturing,pharmaceutical companies
15,hotoho.com,0.7750946283,0.5408532023,0.0,0.0,0.0025188917,0.0011806375,0.0002,0.0002,-8.2046871185,2,0,0.2234608335,0.2514042375,0.5001902434000001,1,silver,0.00019024340000006745,华通行物流有限公司 (HTH LOGISTICS),China,,,,Company,Large enterprise (250+),"Huathong Logistics Co., Ltd. (HTH LOGISTICS), established in 1996, is a comprehensive supply chain solutions provider. They offer services including supply chain diagnosis, logistics design, multimodal transport, warehousing, packaging, and distribution, catering to industries like elevators, electromechanical, chemical, and new energy. The company emphasizes safety, punctuality, and efficiency in its operations, aiming to be a leading domestic supply chain management enterprise with a global market vision.","['Supply Chain Management', 'Logistics Solutions', 'Multimodal Transport', 'Warehousing', 'Packaging', 'Distribution', 'Industrial Logistics', 'Supply Chain Diagnosis', 'Logistics Network', 'Integrated Services']",NACE H: Transportation and storage,logistics companies in the US
79,wearesocial.co.uk,0.7974494696000001,0.5418474674,0.0,0.0,0.0029673591,0.0011792453,0.0002,0.0002,-8.2046871185,2,0,0.2361019638,0.2746540564,0.5001902434000001,1,silver,0.00019024340000006745,We Are Social,United Kingdom,England,Islington,Bunhill,Company,Large enterprise (250+),"We Are Social is a global, socially-led creative agency specializing in social media and influencer marketing. With a team of 1,200 people across four continents, they leverage deep understanding of social behaviors and online communities to help clients reach their target audiences effectively. The agency produces creative ideas and content, and also publishes industry reports on digital trends.","['social media marketing', 'influencer marketing', 'creative agency', 'digital marketing', 'social media strategy', 'content creation', 'global agency', 'social behavior analysis', 'cultural insights', 'brand communication']","NACE N: Professional, scientific and technical activities",online marketing agencies
79,scmarketinginc.com,0.7982125282,0.5419095755000001,0.0,0.0,0.0029325513,0.0011820331000000001,0.0002,0.0002,-8.2046871185,2,0,0.23617680170000002,0.2746540564,0.5001902434000001,1,silver,0.00019024340000006745,Strategic and Creative Marketing (S/C),United States,California,,,Company,Small (10-49),"Strategic and Creative Marketing (S/C) is a full-service marketing agency specializing in integrated campaigns across marketing, communications, social media, and public relations. They leverage data-driven strategies and creative execution to resonate with target audiences, offering services in areas like recruitment marketing, government outreach, and education engagement. The agency emphasizes a collaborative discovery process to build tailored, impactful campaigns for diverse industries.","['Marketing Agency', 'Social Media Marketing', 'Public Relations', 'Digital Marketing', 'Recruitment Marketing', 'Content Creation', 'Strategy', 'Creative Services', 'Integrated Campaigns', 'Market Research']","NACE N: Professional, scientific and technical activities",online marketing agencies
45,railab.com,0.9971843958000001,0.5885905027,0.8880527616,6.9571529389,0.0011481056,0.0053475936000000005,0.001996008,0.0028248588000000002,0.5408508182,4,1,0.9288186805,0.9655524445,0.49980574640000003,0,silver,0.00019425359999997172,Railab Srl,Italy,Lombardia,Brescia,,Company,Small (10-49),"Railab Srl specializes in providing advanced robotics and AI-powered automation solutions across various industries. They offer custom robotics design, AI-driven automation for repetitive tasks, research and development, consulting, training, prototyping, testing, and integration services. Their mission is to develop fair technologies that improve lives and revolutionize businesses through innovation and expertise.","['Robotics', 'AI', 'Automation', 'Custom Solutions', 'Research and Development', 'Consulting', 'Training', 'Prototyping', 'Integration', 'Industrial Automation']","NACE N: Professional, scientific and technical activities",robotics companies
16,predictivedge.com,0.0,0.0,0.8724137545,9.1421000658,0.0002,0.0002,0.0013175231,0.0016556291,0.8304016590000001,2,1,0.6096467631,0.5604864214,0.5001997398,1,silver,0.00019973979999998726,Predictive Edge,United States,,,,Company,Micro (0-9),"Predictive Edge is a company focused on empowering decisions through data insights. While specific services are not detailed, the company's name suggests a focus on predictive analytics and leveraging data to provide strategic advantages. The website indicates a business-to-business offering, aiming to help clients make better-informed choices.","['data insights', 'predictive analytics', 'decision making', 'business intelligence', 'data strategy', 'analytics', 'consulting', 'technology', 'AI', 'machine learning']","NACE N: Professional, scientific and technical activities",data analytics companies
27,oncoxx.com,0.8030507565,0.5379372835,0.881819725,9.0801906926,0.0048780488000000006,0.0027027027,0.0051813472,0.007751938000000001,2.6402461529,4,1,0.9394161244,0.9619753134000001,0.4998001844,0,silver,0.00019981559999998622,Oncoxx Biotech S.r.l,Italy,Abruzzo,Chieti,,Startup,Micro (0-9),"Oncoxx Biotech S.r.l is a research-focused entity involved in a project to discover and develop new biotechnological solutions. The company highlights its research project, partnerships, and co-development initiatives, suggesting a focus on innovation within the biotechnology sector. It aims to advance its scientific endeavors through collaboration and media presence.","['biotechnology', 'research', 'theranostics', 'co-development', 'partnerships', 'innovation', 'biotech', 'drug discovery', 'medical research', 'oncology']","NACE N: Professional, scientific and technical activities",biotech companies
99,openfarm.in,0.901935339,0.4982013702,0.0,0.0,0.0022624434,0.0011792453,0.0002,0.0002,-8.2046871185,2,0,0.23249530940000002,0.2562217971,0.5002134728000001,1,silver,0.00021347280000005853,OpenFarm,India,Maharashtra,n.a. ( 1612),,Other,Micro (0-9),"OpenFarm is a social enterprise focused on transforming agribusiness by connecting farmers with traders, experts, and students. It aims to create a sustainable and profitable future for agriculture by fostering collaboration, sharing knowledge, and improving market access. The platform acts as a movement to put farmers first and champion a more rewarding agricultural sector.","['agribusiness', 'farming', 'sustainability', 'collaboration', 'market access', 'social enterprise', 'community', 'agriculture', 'farmers', 'technology']","NACE N: Professional, scientific and technical activities",vertical farming companies
27,hcrx.com,0.9084693193000001,0.4960348308,0.0,0.0,0.0020661157,0.0011709602,0.0002,0.0002,-8.2046871185,2,1,0.2520329944,0.2990841125,0.5002134728000001,1,silver,0.00021347280000005853,HealthCare Royalty,United States,Delaware,,,Company,Small (10-49),"HealthCare Royalty (HCRx) is a biopharmaceutical investment firm that provides creative capital solutions to advance innovation in the life sciences sector. They specialize in royalty monetization and corporate financing, having committed over $7 billion to more than 110 biopharmaceutical products. With offices in New York, San Francisco, Boston, and London, HCRx leverages its expertise to support the development and commercialization of groundbreaking therapies.","['biopharmaceutical', 'royalty monetization', 'corporate financing', 'life sciences', 'investment firm', 'healthcare capital', 'drug development', 'financial solutions', 'innovation', 'therapies']",NACE L: Financial and insurance activities,biotech companies
99,greenmorn.cn,0.9148802757000001,0.49978938700000003,0.0,0.0,0.0019569472,0.0012077295,0.0002,0.0002,-8.2046871185,2,1,0.2341445794,0.2562217971,0.5002134728000001,1,silver,0.00021347280000005853,大连绿晨果蔬专业合作社 / 大连绿晨园艺有限公司,China,,,,Company,Small (10-49),"Dalian Green Morning Fruit and Vegetable Professional Cooperative and Dalian Green Morning Horticulture Co., Ltd. are integrated enterprises focused on green agriculture. They specialize in the organic cultivation and sale of fruits and vegetables, offering fresh, healthy produce. Additionally, they provide professional horticultural services including garden design, landscaping, and plant maintenance, aiming to create natural living spaces and promote a healthy lifestyle.","['organic farming', 'fruit and vegetable sales', 'horticultural services', 'garden design', 'landscaping', 'plant maintenance', 'fresh produce', 'healthy lifestyle', 'agricultural cooperative', 'horticulture company']","NACE A: Agriculture, forestry and fishing",vertical farming companies
31,brightfactory.se,0.9128863215,0.5179954171,0.0,0.0,0.0018450185,0.0012562814,0.0002,0.0002,-8.2046871185,2,1,0.2367214617,0.2506222059,0.5002134728000001,1,silver,0.00021347280000005853,Bright Factory AB,Sweden,Halland,,,Company,Small (10-49),"Bright Factory AB is a personal, experienced company specializing in web development and digital design. They create custom websites and digital solutions for a diverse clientele, ranging from startups to established corporations. Their services focus on transforming ideas into engaging visual experiences, ensuring technical competence for fast, secure, and responsive sites, and fostering long-term client relationships with ongoing support.","['web design', 'digital design', 'website development', 'custom websites', 'web solutions', 'creative agency', 'technical expertise', 'client relations', 'digital marketing', 'web support']","NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities",web design agencies
27,rosefinchlifesciences.com,0.9250481725,0.5008146763,0.0,0.0,0.0018416206,0.0012642225000000001,0.0002,0.0002,-8.2046871185,2,0,0.2558006141,0.2825395711,0.5002134728000001,1,silver,0.00021347280000005853,Rosefinch Lifesciences,India,Gujarat,Ahmadabad,,Company,Small (10-49),"Rosefinch Lifesciences is a pharmaceutical company dedicated to improving global health through the development and commercialization of high-quality, affordable medicines. They focus on identifying and creating innovative therapeutic products for various medical conditions, supported by state-of-the-art manufacturing facilities and a strong emphasis on research and development. The company aims to make a significant contribution to healthcare needs with a sustainable business model.","['pharmaceuticals', 'lifesciences', 'healthcare', 'medicines', 'R&D', 'manufacturing', 'quality control', 'therapeutic products', 'affordable medicine', 'health needs']",NACE C: Manufacturing,biotech companies
98,hydrosat.com,0.0,0.5652543902,0.0,9.3794628882,0.0002,0.0013262599,0.0002,0.0027855153000000002,-0.19631387290000002,2,0,0.5177282135,0.5004428193,0.4997785322,0,silver,0.0002214677999999859,Hydrosat,United States,District of Columbia,,,Company,Small (10-49),"Hydrosat provides advanced irrigation and crop management solutions powered by cutting-edge thermal infrared satellite technology and proprietary algorithms. Their subscription-based services offer field-level and regional analytics to help governments and farmers preserve water resources while increasing crop yields. The company leverages over 30 years of research and field testing to deliver actionable insights globally, supporting sustainable agriculture and environmental operations.","['satellite technology', 'crop management', 'irrigation solutions', 'water conservation', 'precision agriculture', 'thermal infrared', 'data analytics', 'sustainable agriculture', 'agritech', 'remote sensing']","NACE N: Professional, scientific and technical activities",sustainable agriculture companies
4,rpower.solar,0.6935274005000001,0.5958378315,0.8712630868000001,0.0,0.0040650407000000005,0.0020120724,0.0010416667000000001,0.0002,0.24952389300000002,3,0,0.8055191443,0.7190898403,0.49977702360000004,0,silver,0.00022297639999996344,R.Power S.A.,Poland,Mazowieckie,Warszawa,,Company,Large enterprise (250+),"R.Power is a leading independent European producer and developer of renewable energy, specializing in large-scale photovoltaic projects, wind farms, and industrial energy storage across Europe. The company focuses on developing, commercializing, constructing, and operating renewable energy assets to protect the environment and support economic recovery. Its mission is to power the world with green energy, supported by major international financial institutions like the EBRD and the 3SIIF.","['renewable energy', 'solar power', 'wind energy', 'energy storage', 'project development', 'photovoltaic', 'PPA', 'green energy', 'energy producer', 'Europe']","NACE D: Electricity, gas, steam and air conditioning supply",renewable energy companies in Germany
16,scroller.it,0.7738655210000001,0.5579505563,0.8721873760000001,9.8726503816,0.0048543689,0.0011350738,0.001285347,0.0033112583,1.3630464077,4,1,0.9336929855,0.9212208513000001,0.4997642707,0,silver,0.00023572929999998715,SCROLLER data analytics agency,Italy,Toscana,Empoli,,Company,Small (10-49),"SCROLLER is a data analytics agency that transforms data into strategy through services like performance marketing (paid search, paid social, SEO, GEO), market research, web analytics, competitor analysis, and CRO UX/UI. They offer web design, development, and data dashboards, aiming to help businesses navigate the digital world by combining digital analytics, AI, and data-driven approaches. Their mission is to make complex information actionable for business growth.","['data analytics', 'performance marketing', 'SEO', 'web analytics', 'market research', 'UX/UI', 'digital strategy', 'data-driven', 'AI', 'consulting']","NACE N: Professional, scientific and technical activities",data analytics companies
