query_id,query,domain,name,country,state,nace_code,summary,openai_label,claude_label,your_label
27,biotech companies,gykcjz.com,EBET易博,China,,NACE R: Human health and social work activities,"EBET易博 is a high-tech enterprise group founded in 1994, focusing on the big health industry with a core in biopharmaceuticals and supported by biomedical engineering. The group also engages in health care, medical rehabilitation, wellness, and health management services. Their mission is to ""create health, shared by all"" and they emphasize a philosophy of ""harmony"" and a commitment to human-centered, integrity-driven operations within the great health and biopharmaceutical sectors.",1,2,2
82,public relations agencies,fricke-pr.de,Fricke PR,Germany,Nordrhein-Westfalen,"NACE N: Professional, scientific and technical activities","Fricke PR is a public relations firm that is currently not accepting new clients, focusing solely on existing customers. The company's website indicates it is operating with limited capacity. The contact information provided is an email address and a specific contact person.",1,2,2
27,biotech companies,villejuifbiopark.com,Villejuif Bio Park,France,Île-de-France,"NACE N: Professional, scientific and technical activities","Villejuif Bio Park is a life sciences incubator and accelerator that provides real estate solutions, animation, and support services to companies in the biotechnology and health sectors. It aims to foster innovation and collaboration within its local ecosystem, connecting startups with partners and resources to facilitate their growth and development. The park hosts a variety of established companies and actively recruits new candidates through its structured entry process.",2,1,1
91,investment management firms,scopewealth.com,"Scope Wealth Management, LLC",Australia,New South Wales,NACE L: Financial and insurance activities,"Scope Wealth Management is a registered investment adviser that helps individuals build and preserve wealth through a value-based, client-catered, and disciplined approach. They act as fiduciaries, prioritizing the client's best interests to prepare them for their financial future. The firm offers advisory services in California, Colorado, and other permitted jurisdictions.",1,2,2
99,vertical farming companies,rollinghillsgreenhouse.com,Rolling Hills Greenhouse,United States,,"NACE A: Agriculture, forestry and fishing","Rolling Hills Greenhouse is a hydroponic farm specializing in locally grown, fresh salads and herbs. They utilize nutrient-balanced water systems indoors to cultivate produce year-round without preservatives or chemicals, ensuring non-GMO products. Their produce is delivered weekly to local grocery stores, emphasizing freshness and a clean ingredient list for consumers.",1,2,2
56,defense contractors,digifed.com,DigiFed,United States,Maryland,"NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities","DigiFed provides cost-effective data engineering solutions and IT support for government and military missions. They specialize in supplying servers, workstations, software, visualization tools, secure KVM, and collaborative audio-visual systems. The company also offers mission-specific support for warfighters, including test and validation systems, C2I applications, and MIL-SPEC components, leveraging their understanding of federal government procurement processes.",1,2,2
12,manufacturing in Baden-Württemberg,kress-landtechnik.eu,K.U.L.T. Fyeld Deutschland GmbH,Germany,Baden-Württemberg,NACE C: Manufacturing,"K.U.L.T. Fyeld Deutschland GmbH specializes in environmentally friendly agricultural machinery and special equipment for soil cultivation, maintenance, and hoeing. They offer solutions for various agricultural sectors including vegetable farming, ornamental plants, herbs, special crops, arable farming, grassland, nurseries, and municipal applications. The company focuses on providing innovative technology that aligns with nature and human needs, offering customized solutions and expert consultation.",1,2,2
56,defense contractors,jpiworldwide.com,JPI Worldwide Inc.,United States,Washington,"NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities","JPI Worldwide Inc. is a company specializing in government contracting for advanced technologies, offering solutions in satellite communications, networking, IT strategies, and cybersecurity. They provide hardware, software, design, deployment, and in-country staff for implementation and maintenance. The company focuses on building technical infrastructure and delivering efficient, secure solutions to government agencies and prime/sub-contractors.",1,2,2
101,alternative protein manufacturers,eatneat.com,neat Egg,United States,Pennsylvania,NACE C: Manufacturing,"neat Egg is a brand that offers vegan and gluten-free egg substitutes and other plant-based food products. Their offerings include mixes for various cuisines like Italian, Mexican, and Southwest, as well as a 'neat Egg' product. The company emphasizes healthy, sustainable, and non-GMO ingredients, with products developed from familiar components without soy or chemical additives. They aim to provide simple, delicious solutions for plant-based diets.",1,2,2
14,pharmaceutical companies,convergenepharma.com,ConverGene LLC,United States,,"NACE N: Professional, scientific and technical activities",ConverGene LLC is a biotechnology company focused on developing first-in-class dual inhibitors. Their primary research targets BET bromodomains and Dopamine Receptor 2 for the treatment of rare diseases. The company is dedicated to advancing novel therapeutic strategies in the pharmaceutical sector.,1,2,2
27,biotech companies,probatech.co.uk,Probatech Ltd,United Kingdom,England,"NACE N: Professional, scientific and technical activities","Probatech is a company that bridges the early-stage innovation gap in the life sciences sector by connecting pharmaceutical companies and investors with innovative startups. They specialize in sourcing, curating, and matching unique opportunities for collaborations, licensing, and acquisitions globally. Through their Probacure service, they also support early-stage startups with value propositions and partnering to accelerate their path to funding and partnerships.",2,1,1
91,investment management firms,investarget.com,多维 (Investarget),China,,NACE L: Financial and insurance activities,"Investarget is an investment bank that partners with global entrepreneurs to help them grow from startup to unlimited potential. They specialize in private equity financing and cross-border mergers and acquisitions. The firm operates offices in Beijing, Shanghai, and California.",1,2,2
14,pharmaceutical companies,biogen.pt,Biogen Portugal,Portugal,Lisboa,NACE R: Human health and social work activities,"Biogen is a global biotechnology company pioneering science and innovation in complex and devastating diseases. The company focuses on developing potential therapeutic options in neurology, neuropsiquiatry, specialized immunology, and rare diseases. Biogen aims to serve humanity through science, promoting a healthier, more sustainable, and equitable world.",1,2,2
91,investment management firms,kmcapitalmgt.com,"KM Capital Management, Ltd.",United States,Alaska,NACE L: Financial and insurance activities,"KM Capital Management, Ltd. is a private wealth management firm specializing in comprehensive financial services for high-net-worth professional athletes and entertainers. They offer personalized portfolio management, bookkeeping, bill management, tax preparation, and estate and insurance planning. With over 45 years of combined experience, the firm focuses on creating sustainable wealth for its clients.",1,2,2
11,tech companies in Munich,sota-media.com,SotaMedia GmbH,Germany,Bayern,"NACE N: Professional, scientific and technical activities","SotaMedia is a full-service creative agency based in Munich, founded in 2016. They specialize in corporate communication, offering both online and offline marketing solutions, including branding, web design, web development, and online marketing. The agency focuses on delivering innovative designs and concepts with a passion for detail, aiming to create strong brand loyalty and effectively engage target audiences.",1,2,2
56,defense contractors,defensestudies.net,Defense Studies Institute (DSI),United States,Georgia,"NACE N: Professional, scientific and technical activities","The Defense Studies Institute (DSI) provides resources and guidebooks for small businesses looking to engage in defense contracting with the Department of Defense (DoD) and work on military base projects. They also offer guidance for individuals seeking civil service employment with federal agencies. Their offerings include detailed guides on marketing to the DoD, subcontracting with prime contractors, bidding on contracts, and navigating federal hiring processes.",2,1,1
14,pharmaceutical companies,drbullaro.com,尊龙企业（集团）股份有限公司,United States,Arizona,NACE R: Human health and social work activities,"Zunlong Enterprise (Group) Co., Ltd. is a publicly listed company focused on the research, development, production, and marketing of traditional Chinese medicine, biological drugs, and chemical drugs, with involvement in the pharmaceutical logistics sector. The company aims to become a leading innovator in the musculoskeletal field and a prominent player in modern traditional Chinese medicine, with a vision for long-term growth and significant market capitalization. It operates a marketing network across 31 provinces in China and is listed on the Shanghai Stock Exchange.",1,2,2
12,manufacturing in Baden-Württemberg,simond.de,Simond Graviertechnik,Germany,Baden-Württemberg,NACE C: Manufacturing,"Simond Graviertechnik is a family-owned business with over 40 years of experience in engraving and laser technology, located near Lake Constance. They specialize in producing signs, stamps, and vehicle lettering for businesses, clubs, and private individuals. The company emphasizes high quality, cost-effectiveness, and prompt delivery, utilizing modern computer-controlled laser and engraving machines.",1,2,2
15,logistics companies in the US,unitedglobal.co.uk,United Global Logistics Ltd,United Kingdom,,NACE H: Transportation and storage,"United Global Logistics (UGL) is a freight forwarding and logistics organization offering global services via air, sea, and road. They provide a comprehensive range of services including general forwarding, customs brokerage, haulage, warehousing, import/export, and specialized handling for automotive and perishable goods. UGL aims to deliver high-level services to agents, private, and commercial clients worldwide, leveraging experience, resources, and technology to ensure shipments are handled safely and efficiently.",0,1,1
92,wealth management firms,brightrockfunds.com,"Bright Rock Capital Management, LLC",United States,Wisconsin,NACE L: Financial and insurance activities,"Bright Rock Capital Management, LLC is an institutional money management firm offering services to individuals, pensions, institutions, and various financial entities. They specialize in managing assets through innovative and disciplined investment processes, currently offering two mutual funds: the Quality Large Cap Fund and the Mid Cap Growth Fund. The firm emphasizes its experienced team and provides investment information and fund prospectuses to potential investors.",2,1,1
101,alternative protein manufacturers,handtmann.us,Handtmann Inc.,United States,Illinois,NACE C: Manufacturing,"Handtmann Inc. is a leading solution provider for the food processing industry, offering advanced technologies and services for meat, bakery, pet food, dairy, alternative proteins, and processed foods. They specialize in processing equipment such as grinders, mixers, fillers, and forming machines, alongside digital and line solutions. The company emphasizes precision, performance, and customer service, aiming to drive success and innovation in food production.",2,1,1
27,biotech companies,bdellofibrio.de,BdelloRob GmbH,Germany,Baden-Württemberg,"NACE N: Professional, scientific and technical activities","BdelloRob GmbH is a biotechnology network that connects manufacturers, suppliers, service providers, and innovators within the biotech industry. Its platform facilitates the creation and exclusive marketing of unique products and services by fostering collaboration. The company aims to drive innovation and market opportunities for all participants, from interested parties to creative minds.",2,1,1
101,alternative protein manufacturers,briworldwide.com,"Novus International, Inc.",United States,North Carolina,NACE C: Manufacturing,"Novus International, Inc. is a global company specializing in intelligent nutrition solutions for protein producers, including poultry, swine, and dairy. They offer scientifically-backed products, programs, and services aimed at enhancing animal health, performance, and profitability while prioritizing sustainability and innovation. Their offerings include methionine, minerals, enzymes, and eubiotics, supported by extensive research and local insights to address the complex challenges faced by producers worldwide.",1,0,0
99,vertical farming companies,manuvege.com,苏州每日农业科技有限公司,China,,"NACE A: Agriculture, forestry and fishing","Suzhou Daily Agricultural Technology Co., Ltd. is located in the Yuting Agricultural Industrial Park in Suzhou, focusing on the promotion and service of precision facility agriculture technology. They integrate big data from foreign water-soluble fertilizers and apply factory farming and management concepts. The company develops proprietary technological solutions in fertilizer technology, lighting technology, and automated harvesting technology, offering services like integrated water and fertilizer management, plant factories, and agricultural equipment.",1,2,2
99,vertical farming companies,farm21.com,Farm21,Netherlands,Noord-Holland,"NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities","Farm21 provides an agri-data solution that combines data from scouting, weather, satellites, and affordable sensors to offer comprehensive field insights. Their platform aims to help growers, researchers, crop advisors, and distributors make data-driven decisions for optimizing farming operations, increasing yields, and promoting sustainability. The company emphasizes user-friendly interfaces and effortless API integration for seamless data management.",1,0,0
99,vertical farming companies,gengyuannongye.com,寿光市耕元农业科技有限公司,China,,"NACE A: Agriculture, forestry and fishing","Shouguang Gengyuan Agricultural Technology Co., Ltd. is a high-tech enterprise based in Shouguang, China, specializing in soilless cultivation materials, design, and construction. They offer integrated solutions for greenhouse engineering, aquaponics systems, ecological restaurants, and park planning, including agricultural IoT and plant factories. The company aims to be a leading supplier of modern agricultural facilities and solutions, with numerous demonstration parks and successful projects in the region.",1,2,2
27,biotech companies,hnrlqc.com,EBET易博,China,,NACE R: Human health and social work activities,"EBET易博 is a high-tech enterprise group founded in 1994, focusing on the big health industry with a core in biopharmaceuticals and supported by biomedical engineering. The group also engages in health care, medical rehabilitation, wellness, and health management services. Their mission is to ""pursue the unity of heaven and humanity, and improve the quality of life,"" aiming to create health for all.",1,2,2
92,wealth management firms,carrcap.net,Carr Capital Management LLC,United States,California,NACE L: Financial and insurance activities,Carr Capital Management LLC is an independent investment management firm based in Virginia. It caters to the financial needs of both individual and institutional investors. The firm focuses on providing investment management services.,1,2,2
56,defense contractors,jc3.solutions,"JC3, LLC",United States,Virginia,"NACE N: Professional, scientific and technical activities","JC3, LLC is a company that supports the defense industry by connecting private sector technologies with the needs of warfighters. They specialize in technology and IT sectors, offering services such as technology assessments, government needs analysis, capture management, proposal writing, and program management. Their mission is to bridge the gap between industry innovation and military requirements, ensuring mission success for their clients.",2,1,1
56,defense contractors,np2h.com,NP2H Inc.,United States,Minnesota,"NACE N: Professional, scientific and technical activities",NP2H Inc. is a Minnesota-based corporation and professional network specializing in providing customer solutions within the aerospace and defense industries. They focus on assisting small to mid-sized companies that aspire to operate as full-service defense contractors but lack the internal capabilities. The company also has significant experience working with international firms engaged in business with the U.S. Department of Defense.,2,1,1
101,alternative protein manufacturers,sustainableprotein.com,Sustainable Protein Action Lab (SPAL),New Zealand,Waikato,"NACE N: Professional, scientific and technical activities","The Sustainable Protein Action Lab (SPAL) is a nonprofit innovation lab dedicated to accelerating the transition to sustainable and humane food systems through scientific research. It focuses on developing novel, scalable alternative protein technologies and commercializing them for mass market adoption. SPAL aims to bridge the gap between academic research and venture-backed companies by providing commercially-minded R&D and patient capital.",2,1,1
92,wealth management firms,amgfunds.com,"Affiliated Managers Group, Inc. (AMG)",United States,,NACE L: Financial and insurance activities,"Affiliated Managers Group, Inc. (AMG) is a global asset management company that partners with independent, boutique investment firms. They offer a wide range of investment solutions across public and private markets, including equities, fixed income, alternatives, and separately managed accounts. AMG focuses on delivering value through specialized expertise and independent thinking from its affiliate firms, serving individual investors, financial advisors, and institutional clients.",2,1,1
72,managed service providers (MSPs),mwstrategypartners.com,"Midwest Strategy Partners, LLC",United States,California,"NACE N: Professional, scientific and technical activities","Midwest Strategy Partners, LLC (MSP) is a management consulting firm that specializes in strategy and project management. They leverage top-tier resources, established methodologies, and an efficient operational structure to cater to the advisory needs of medium-sized projects and organizations. Their focus is on delivering strategic guidance and project execution support.",1,0,0
72,managed service providers (MSPs),msp-noble.co.uk,MSP & Noble Group,United Kingdom,,NACE G: Wholesale and retail trade,"MSP & Noble Group is a family-owned retail convenience store chain founded in 2002, operating 18 stores across multiple UK counties. The company focuses on providing essential community-based products and services in a friendly environment, emphasizing value and customer service. They also offer Epos and IT services and property investment opportunities for franchisees, with an annual turnover exceeding £18 million.",1,0,0
72,managed service providers (MSPs),5i.co.uk,5i,United Kingdom,England,"NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities","5i is a company that provides managed IT services and technical expertise to channel partners, including IT service providers, MSPs, and resellers. They specialize in filling temporary technology skills gaps for projects, offering solutions and support across various disciplines such as cloud, collaboration, network security, and infrastructure. Their mission is to help partners broaden their deliverables, increase revenue, and strengthen customer relationships by providing access to specialized skills and project management.",2,1,1
72,managed service providers (MSPs),crosstel.com,Crosstel,United States,Georgia,"NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities","Crosstel provides wholesale and managed network services, specializing in telecommunications for service providers, cable companies, and municipalities. They offer solutions including managed network operations centers, long-distance call management, digital telephone services, and telecom software. Their mission is to help clients avoid the expense and complexity of building and maintaining network infrastructure by offering integrated, tailored services.",2,1,1
72,managed service providers (MSPs),wedgenetworks.com,Wedge Networks Inc.,United States,California,"NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities","Wedge Networks provides the WedgeSecure Platform, an AI-driven network security solution designed for decentralized IT and IoT environments. Their platform offers threat intelligence, network security orchestration, and edge-deployed traffic scanning to defend against novel and known threats across fragmented, always-on networks. They serve enterprise customers, managed service providers, and government agencies.",2,1,1
72,managed service providers (MSPs),noona.app,Noona,Czechia,Středočeský,"NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities","Noona is a platform that connects users with local service providers across various categories, including beauty, wellness, professional services, and automotive. It offers an award-winning app for managing bookings and discovering businesses, alongside specialized software solutions for restaurants (Noona for restaurants) and service providers (Noona HQ) to streamline reservations and scheduling. The company's mission is to 'surface and empower what the world has to offer'.",1,0,0
